title,author,date,text,url,news source,political affiliation
"Puerto Rico to reopen bars, clubs for 1st time amid pandemic",No Author,6/3/21,"Puerto Rico will reopen bars and clubs for the first time since the pandemic began following a significant drop in COVID-19 cases and deaths, the U.S. territory’s governor announced Thursday. Those and other places including party buses will only be allowed to operate at 50% capacity, said Gov. Pedro Pierluisi. He also said those who are vaccinated will no longer have to wear a mask outside, although masks are still required for everyone entering any kind of business. “We’re getting close to normal,” he said, but added, “We can’t claim victory yet.” The new measures go into effect June 7 through July 4 and were announced just weeks after officials lifted a curfew that had been in place for more than a year. The island of 3.3 million people has reported more than 138,000 confirmed and probable cases and more than 2,500 deaths. Nearly half of the island’s population is fully vaccinated, with Pierluisi expecting herd immunity in a couple of months.",https://apnews.com/article/puerto-rico-pandemics-health-coronavirus-pandemic-4c223b3793f762af7759bee3d089c801,AP,Neutral
Report scrutinizes FCC response in Puerto Rico after Maria,DÁNICA COTO,6/1/21,"A U.S. report released Tuesday found that abstract emergency response guidelines for the Federal Communications Commission could have caused confusion and delays after Hurricane Maria devastated Puerto Rico and the U.S. Virgin Islands in 2017. The Category 4 storm destroyed 96% of telecommunication cell sites in Puerto Rico after slamming into the island in September 2017, leaving people with no way to call for help, apply for federal assistance or make financial transactions, according to the report published by the Government Accountability Office. It stated that the Department of Homeland Security did not specifically outline what actions the FCC should take to help restore communications infrastructure, and that the agency obtained only limited public input and did not share its actions or findings. The report said such information could help officials build more resilient telecommunication networks and better prepare for future disasters. “As citizens and first responders are increasingly dependent on telecommunications, ensuring the resiliency and reliability of telecommunications networks in U.S. territories may prevent future loss of life,” the GAO said in its report. It noted that Maria, along with Hurricane Irma -- which hit the U.S. Virgin Islands as a Category 5 storm about two weeks before Maria – damaged more than 90% of power lines above ground in the three-island territory. The report said the FCC collected information on network outages in Puerto Rico for six months, the longest period in the agency’s history. It also issued nearly 900 special temporary authority licenses to allow radio facilities to operate. But nearly four years after the storms hit, the FCC has not issued a report on its actions or findings or a full account of its response to Hurricane Maria, the GAO found. It added that FCC officials said they were dealing with limited resources given the multiple disasters that occurred in 2017 and 2018. The GAO called on the Department of Homeland Security to define specific emergency response roles and responsibilities for the FCC to avoid confusion in those moments. “During a disaster, there is little time to learn about such technologies and their appropriate use when critical sectors require telecommunications services immediately,” the report stated. The GAO issued its findings more than three months after an inspector general report found that the administration of former U.S. President Donald Trump was responsible for stalling about $20 billion in federal funds to help Puerto Rico recover from Maria and also obstructed a probe into the delay.",https://apnews.com/article/donald-trump-puerto-rico-49a3ed8979d313f29a53dec46dd0ccbe,AP,Neutral
Private company takes over Puerto Rico power utility service,DÁNICA COTO,6/1/21,"A private company on Tuesday took over the transmission and distribution operations of Puerto Rico’s power authority, which has struggled with blackouts and bankruptcy, corruption and mismanagement. The takeover by Luma Energy under a 15-year contract coincided with the beginning of the Atlantic hurricane season, with many across Puerto Rico worried about the transition and whether the new company can handle a severe storm. The U.S. territory is still struggling to recover from Hurricane Maria, which destroyed most of the power grid in September 2017. “It is extraordinarily fragile and in very poor condition,” warned Wayne Stensby, CEO of Luma, a consortium made up of Calgary, Alberta-based Atco and Quanta Services Inc. of Houston. However, Stensby said the company, which will serve all of the island’s roughly 1.5 million clients, has enough resources to handle a Category 2 hurricane and can bring in more equipment and workers if a stronger storm hits. The agreement approved by the territory’s government and a federal control board calls for Luma to spend billions of dollars in upgrading the battered system — with most of that money coming from the U.S. Federal Emergency Management Agency — while receiving hundreds of millions of dollars for managing the system. Officials are betting the private operator can do better than the island’s Electric Power Authority, which has struggled to restore the storm-battered electrical grid and keep power flowing while trying to cope with $9 billion in debt — more than that of any other government agency in Puerto Rico. Even with privatization, most analysts expect the government and control board will be forced to agree to an eventual power rate increase to meet the demands of bondholders. Meanwhile, the new company will inherit unresolved blackouts, with more than 30,000 customers left without power in recent weeks. “We don’t wish to go into June 1 with a large backlog of outages, but it’s going to be what it’s going to be,” Stensby said. Puerto Rico chose Luma in June 2020 to operate and modernize the island’s transmission and distribution system. Gov. Pedro Pierluisi said the company has pledged to reduce power interruptions by 30%, the length of outages by 40% and cut workplace accidents by 50%. “We’ve had a bankrupt ... (and) incompetent public utility for too long,” he said. “The transformation that is underway will make a difference.” But critics have called on the government to cancel the deal. A Texas-based nonprofit, the Institute for Energy Economics and Financial Analysis, complained that Luma would not be penalized for failing to save money or meet renewable energy goals. It said the control board “is turning a blind eye to some of the same fiscal practices that led the commonwealth into bankruptcy,” wrote Tom Sanzillo, the nonprofit’s director of financial analysis. “These include politically driven contracting processes, poorly documented cash transfers between commonwealth entities, lack of clarity and accountability for budgetary savings initiatives, failure to prioritize renewable energy and costly and shortsighted labor management.” The Puerto Rico-based Center for a New Economy, a nonpartisan think tank, also criticized the deal, saying, “There are no guarantees that the process to modernize and transform (the electric authority) will be successful.” In addition, some 20 unions representing thousands of Puerto Rican workers ranging from teachers to truck drivers announced on Tuesday that they would go on strike if the Luma contract is not rescinded. Stensby, Luma’s CEO, said he was perplexed by that development: “What are they fighting against? ... How can you fight against better customers service and better electricity?” Meanwhile, the federal board said the effort must go forward. If the Electric Power Authority is not transformed, the economy will shrink, said David Skeel, the board’s chairman. “Some people are not happy with it, but it is the way forward,” he said of the contract. “It is absolutely essential, in my view.” Puerto Rico’s power generation units average 45 years old, twice those of the U.S. mainland, and a fiscal plan approved by the federal board foresees Luma spending some $3.85 billion through fiscal year 2024 to revamp the grid’s transmission and distribution system.",https://apnews.com/article/caribbean-puerto-rico-business-135b9ec52e130f3716f8862021a524d4,AP,Neutral
Puerto Rico ends pandemic curfew after a year in force,No Author,5/25/21,"Puerto Rico ended a nightly pandemic curfew Monday after more than a year in force and will allow vaccinated visitors to enter the island without a negative coronavirus test result. The island has been under a curfew since March 2020, when the first coronavirus case was reported. Even when the curfew was sometimes changed, it mostly stayed between midnight and 5 a.m. Arriving visitors who are not vaccinated will still be required to present a negative coronavirus test or promise to offer a test result within 48 hours. The government intends to impose a $300 fine to those who don’t comply with the testing.  But in addition to letting in vaccinated visitors, the government said that beginning Friday it will offer the Johnson and Johnson coronavirus vaccine to anyone who arrives at the Luis Muñoz Marín International Airport in San Juan.  Department of Health Secretary Carlos Mellado said the vaccination option will eventually be offered to all visitors coming through other airports as well as the ferries services coming from the Dominican Republic. “It doesn’t matter where you come from, if you are a resident or not,” Mellado said.",https://apnews.com/article/puerto-rico-pandemics-health-coronavirus-pandemic-e08fe65a8b1a585ede833d615cf8b175,AP,Neutral
"Puerto Rico bond insurer gets split rulings on cash, asset discovery",Maria Chutchian,5/17/21," A bond insurer can access a limited pool of information explaining Puerto Rico's cash position amid ongoing efforts to restructure the commonwealth’s debt stack, but it is not entitled to more information related to the territory's real estate assets right now, a judge ruled on Monday. U.S. Magistrate Judge Judith Dein issued a pair of written decisions largely rejecting bond insurer Ambac Assuranc Corp's calls for more detailed explanations of Puerto Rico's cash that can be used to pay creditors and real estate properties that could be sold for the benefit of creditors. (Dein works in the Massachusetts federal court but is providing some oversight in the commonwealth's bankruptcylike Title III proceedings.) Her rulings come as the federally appointed Financial Oversight and Management Board for Puerto Rico (FOMB), represented by Proskauer Rose,  continues its efforts to build support  for its proposed debt adjustment plan for the commonwealth, which would reduce $35 billion in public debt to $7.4 billion and restructure more than $50 billion in pension liabilities. Though the board has lined up support from two other major bond insurers, Ambac has not yet signed on to the proposal. Ambac, represented by Milbank, in November requested information surrounding three analyses that break down which of the commonwealth’s cash accounts are restricted – meaning unavailable to pay off creditors – and which are unrestricted. Puerto Rico has about $11.4 billion in unrestricted cash sitting in various accounts, according to court papers filed last week. In one of her two rulings on Monday, Dein held that Ambac  did not prove  that it needs access to socalled process documents showing the evolution of the analyses. Additionally, Dein said, the board already provided information it used to identify accounts as restricted or unrestricted and additional details Ambac seeks is likely protected by attorneyclient privilege. The burden of forcing the oversight board to collect additional documents from its various advisors would outweigh any benefit Ambac would receive, she added. However, Dein granted Ambac's request to access certain materials used to calculate the analyses. The status of the cash accounts, she added, are “clearly” relevant to the proposed plan of debt adjustment. In her  ruling  on Puerto Rico’s real estate properties, Dein held that Ambac offered no legal authority showing that it has the power to designate which properties are available to sell or require the sale of those assets. Ambac has argued that Puerto Rico holds valuable properties that, if sold, could generate more than $1.3 billion that could be used to pay down creditors. Ambac can access information about the properties through publicly available information, she said. “To the extent that Ambac truly believes that appraising specific parcels of real estate and assessing the propriety and likelihood of sale is helpful in these proceedings, nothing herein will prevent its experts from making these determinations from public records as well as from the documents that have already been produced,” Dein wrote. The judge also noted that Ambac will have the opportunity to raise concerns about the commonwealth’s assets when the debt adjustment plan is considered by the court. Atara Miller of Milbank, representing Ambac, did not immediately respond to a request for comment. U.S. District Judge Laura Taylor Swain, who oversees the majority of the Title III case, is scheduled to hear arguments in July on whether the disclosure materials for the plan are ready to be sent out to creditors for voting purposes. The case is In re Commonwealth of Puerto Rico, U.S. District Court, District of Puerto Rico, No. 1703283. For the oversight board: Martin Bienenstock, Brian Rosen, Mark Harris, Ehud Barak, Timothy Mungovan and John Roberts of Proskauer Rose; and Hermann BauerAlvarez of O'Neill & Borges For Ambac: Dennis Dunne, Atara Miller, Grant Mainland, John Hughes III and Jonathan Ohring of Milbank; and Roberto CamaraFuertes and Sonia Colon of Ferraiuoli. Read more: Puerto Rico debt proposal disclosures will go up for court approval in July Our Standards:  The Thomson Reuters Trust Principles.",https://www.reuters.com/business/legal/puerto-rico-bond-insurer-gets-split-rulings-cash-asset-discovery-2021-05-17/,Reuters,Neutral
Man arrested in Puerto Rico after killing dog on golf course,No Author,5/10/21,"Puerto Rico police said Monday that they arrested a man accused of shooting and killing a dog that had stolen his ball on a golf course at a well-known resort. Authorities identified the man as Salil Zaveri and said the shooting occurred Saturday at the Wyndham Grand Rio Mar Resort in the north coastal town of Río Grande. Police said he used a 9mm gun to shoot the dog several times. Zaveri was released on $60,000 bond but his passport and driver’s license have been seized. He did not immediately respond to a request for comment. Zaveri is a sales and marketing consultant and the CEO of Zaveri Consulting, LLC.",https://apnews.com/article/puerto-rico-arrests-shootings-69f3f6a6d34bffb8d0b0ef0f675c6959,AP,Neutral
Grand jury indicts Puerto Rico boxer in lover’s death,DÁNICA COTO,5/6/21,"A grand jury on Thursday indicted Puerto Rican boxer Félix Verdejo in the killing of his pregnant lover, a case potentially eligible for the death penalty. The indictment was announced as dozens of people — some bearing flowers, balloons or small gifts — attended the wake of 27-year-old Keishla Rodríguez, who was reported missing a week ago and whose body was identified on Sunday via dental records.  An FBI complaint, based on testimony from an unidentified witness, accused Verdejo of punching Rodríguez in the face, injecting her with a syringe filled with an unidentified substance bought at a public housing complex, binding her arms and feet with wire, tying a block to her and then throwing her off a bridge at 8:30 a.m. last Thursday. Authorities said Verdejo then stood on the bridge and shot at her body that authorities found in a lagoon near Puerto Rico’s capital on Saturday. “This is a case that has shocked Puerto Rico,” said Carmen Romero, who had traveled roughly an hour from the coastal town of Arecibo to pay her respects. Verdejo, who is married and has a young daughter, turned himself into authorities on Sunday night and is being held without bail. He is accused of kidnapping and carjacking resulting in death and with intentionally killing an unborn child, in addition to using and carrying a firearm during a violent crime. Neither Verdejo nor his attorneys have commented on the case. Also charged in the case is Luis Antonio Cádiz, who on Thursday was ordered held without bail. The victim’s parents said in a press conference at the funeral home that they did not know him, adding that they needed their space and did not want to talk about the case. “What I want is justice for Keishla,” said her mother, Keila Ortiz. “We’re going through a pain that Tony and I never imagined.” The autopsy report has been completed, but authorities said they won’t release details yet on exactly how Rodríguez died because the investigation is ongoing. The victim’s father, José Antonio Rodríguez, told WAPA TV on Wednesday that he is not in favor of the death penalty. “That doesn’t solve anything for me. What’s done is done,” he said. “Let him remember every day who my daughter was.” Verdejo (27-2, 17 knockouts) represented Puerto Rico in the 2012 Olympics and became a professional boxer that year, competing in the lightweight division. Amid growing accusations that Puerto Rico’s government hasn’t done enough to protect women and victims of domestic violence, the island’s justice secretary announced Tuesday that prosecutors will now be required to appear in court for probable cause hearings where a judge rules whether an alleged abuser should be arrested. The announcement comes amid anger over the case of another woman, Andrea Ruiz, who was recently killed and her body set on fire after she filed a domestic violence complaint that a judge dismissed. Gov. Pedro Pierluisi has said that the government failed Ruiz.",https://apnews.com/article/puerto-rico-sports-c650ee3da03dc770a501a3c9b1f5b19f,AP,Neutral
"Puerto Rico groans under pandemic as health, economy suffer",DÁNICA COTO,5/2/21,"Puerto Rico seemed to be sprinting toward herd immunity this spring before people began letting their guard down against COVID-19 and new variants started spreading across the U.S. territory. Now, a spike in cases and hospitalizations has put medical experts at odds with the government, which is struggling to protect people’s health while also trying to prevent an economic implosion on an island battered by hurricanes, earthquakes and a prolonged financial crisis. “The difficulty here is how do you find a Solomonic decision ... to give people the opportunity to work and be responsible and also maintain health as a priority,” said Ramón Leal, former president of Puerto Rico’s Restaurant Association. “These are hard conversations.” It’s a delicate balance for an island that imposed a lockdown and mask mandates ahead of any U.S. state and has some of the strictest entry requirements of any American jurisdiction — measures that helped contain infections before the latest surge. Overall, the land of 3.3 million people has reported more than 115,000 confirmed coronavirus cases, over 115,000 suspected ones and more than 2,000 deaths, with transmission rates inching up the last week of April to 28 cases per 100,000 people a day, compared with 17 per 100,000 on the U.S. mainland. The pandemic has unleashed the second-biggest economic drop Puerto Rico has seen since recordkeeping began in 1980, according to José Caraballo, a Puerto Rico economist. The biggest was caused by Hurricane Maria, which inflicted more than $100 billion in damage in 2017, with nearly 3,000 people dying in its sweltering aftermath. More than 30,000 jobs have been lost because of the COVID-19 outbreak, and at least 1,400 businesses have closed, Caraballo said — this on an island that saw nearly 12% of its population flee in the past decade and whose government is struggling with crushing debt that led it to file for the biggest municipal bankruptcy in U.S. history in 2017. “I’m taken aback by what the people of Puerto Rico have had to endure,” Caraballo said. Many of those who remain are mourning over lost homes, jobs, businesses or loved ones. Luis Ángel Sánchez has two close friends in the intensive care unit and lost his father and son to COVID-19 in April 2020 less than two weeks apart. Sánchez got vaccinated in mid-March. “The vaccine will not erase the scars or heal my broken heart,” he wrote on Facebook that day. “It will not bring back my son. It will not bring back my father. They, along with the others who have succumbed to this monster will not have died in vain if we continue to do the right thing.” Sánchez said people should keep their guard up and exhorted the government to impose stricter sanctions on those not following COVID-19 measures. “It’s not over yet,” he said. Gov. Pedro Pierluisi has resisted tighter restrictions, saying that another lockdown would be too extreme and that things will keep improving and the island could achieve herd immunity by August: “The solution is vaccination.” More than 2 million doses have been administered on the island, with a robust 55% having received at least one shot and 27% two. While health authorities say they are relieved many are eager to get vaccinated, they note that some people who are not yet fully protected are disregarding restrictions that include a more than yearlong curfew. That and the presence of at least seven COVID-19 variants on the island are believed to be contributing to the rise in cases. Another factor, experts say, is a drop in testing from an average of around 7,000 tests a day to 2,000, a trend blamed on people becoming fixated on getting vaccinated. The fight against COVID-19 has also been complicated by a drain of medical talent to the U.S. mainland.  The number of doctors in Puerto Rico is down to 9,000 from 14,000 in 2006, said Dr. Víctor Ramos, a pediatrician and president of the island’s Association of Surgeons. Similar drops have been seen among nurses and technicians. “Health professionals are exhausted, and they’re scarce,” said Daniel Colón-Ramos, who presides over a scientific coalition that advises Puerto Rico’s governor. Ramos and other health experts say the governor should temporarily ban indoor dining, a measure imposed last year. Currently, restaurants and other places are restricted to 30% capacity, but officials say the limit is hard to gauge and question whether it is even being followed. It’s an issue the government and business owners have clashed over repeatedly, with the industry insisting that it’s safer to eat at a restaurant indoors, given all the safety protocols, than in someone’s house. Mateo Cidre, the owner of four restaurants and bakeries, said the industry has not recovered from the nine weeks last year in which restaurants could only do delivery, carryout or curbside pickup. He suffered heavy losses and applied for a suspension of car and home payments. He criticized the government for not further loosening restrictions even when there has been a drop in cases. “They’ve never been flexible with us,” he said. “It’s been a very tiresome road.” Other industries also have been hit hard, with a $2 billion drop in retail sales last year, said Jorge Argüelles, former president of Puerto Rico’s Retail Association.  Those being squeezed by the restrictions say the governor should impose tighter restrictions at the airports, where only about 30% of those arriving carry the required negative COVID-19 test. Several tourists have been arrested for lashing out at authorities after refusing to follow health instructions. A voluntary, 14-day confinement option was lifted on Wednesday, and those who don’t have a negative test face a $300 fine if they don’t present one within 48 hours. However, there is no system to fine them on arrival; it is up to people to voluntarily fill out a document online later so that they can be fined. “The thing I’m most anxious about,” said Colón-Ramos, who oversees the scientific council, “is thinking that there are people alive today who can be saved or can die depending on how Puerto Ricans behave.”",https://apnews.com/article/puerto-rico-economy-business-financial-markets-pandemics-86591ae020b9ea4c117a1364661e5a1e,AP,Neutral
US tourist killed in Puerto Rico after no-photo warning,DÁNICA COTO,4/27/21,"The burned body of a 24-year-old tourist from Delaware was identified on Tuesday, three days after he and a friend were attacked following a drug purchase in a seaside San Juan district popular with visitors, Puerto Rico police said. Police Commissioner Antonio López Figueroa said Tariq Quadir Loat and a friend had purchased unspecified drugs in the shantytown of La Perla and were trying to take photographs after being warned not to. Police said the two were beaten with items including an exercise weight, a piece of wood and a deep fryer on Saturday. Loat disappeared and his friend James Jackson managed to flee, but was then hospitalized with injuries. Police said Loat’s body was found Sunday in the town of Vega Baja, about 20 miles west of San Juan, and was identified by fingerprints. The attackers have not yet been identified. It’s rare for tourists to be killed in Puerto Rico, an island of 3.3 million people that last saw a record number of killings nearly a decade ago. The last tourist to be reported killed was a 39-year-old man from Denver, Colorado, who police say was thrown from an SUV and run over in San Juan in February 2020. La Perla was once a dangerous slum controlled by rival drug gang and considered Puerto Rico’s biggest distribution point for heroin. But that reputation has largely faded, especially since it was used as the backdrop for the video of “Despacito,” a song released in 2017 by Puerto Rican singers Luis Fonsi and Daddy Yankee. Hundreds of tourists have since visited La Perla, where criminal activity was greatly reduced after a 2011 raid by federal agents.",https://apnews.com/article/latin-america-puerto-rico-242f33ea8102ca924ba05107a5e7bd51,AP,Neutral
Ex Puerto Rico justice secretary charged in government probe,No Author,4/26/21,"Authorities charged a former Puerto Rico justice secretary with ethical violations and obstruction of justice Monday in a case involving an ex-governor of the U.S. territory. Wandymar Burgos faces a $15,000 bond and a preliminary hearing in early June. She was suspended from her job as an assistant government attorney for the civil affairs office within the island’s Justice Department. Burgos’ attorney declined comment to reporters. Burgos served as justice secretary for about a week before resigning last July amid strong criticism. Before stepping down, she had identified herself as the person who recalled files that were about to be delivered to Puerto Rico’s Special Independent Prosecutor’s Panel for further investigation. One of those files named then Gov. Wanda Vázquez.  The files were part of an investigation into the alleged mismanagement of disaster supplies following a series of strong earthquakes. The probe had been recommended by another justice secretary whom Vázquez asked to resign, with Burgos taking over the position. Vázquez at the time denied that the move was out of alleged retribution as she defended Burgos’ actions, adding that they were not wrong or illegal and that the investigation against her was rigged. Vázquez, who is not charged in the case, lost in the November general elections. The special prosecutor’s panel on Monday referred Vázquez and several other government officials including a former chief of staff, to the Office of Government Ethics for further investigation into alleged ethical violations. Vázquez, who once served as justice secretary before becoming governor, could not be immediately reached for comment.",https://apnews.com/article/latin-america-puerto-rico-ffc15b48c6aba117907324621f56aaa6,AP,Neutral
3 men indicted in drug case in Puerto Rico,No Author,4/26/21,"Three men were indicted Monday in a case that federal authorities say involves some $75 million worth of cocaine found aboard a semi-submersible vessel, the first time such an apparatus has been seized in Puerto Rico. The U.S. Attorney’s Office said the suspects were transporting about 5,500 pounds (2,500 kilograms) of cocaine aboard the vessel that was intercepted nearly three weeks ago. The drug and vessel seizure occurred near the southeast coastal town of Yabucoa.",https://apnews.com/article/puerto-rico-412c12d010b59f26191fdc0f05c9c8b9,AP,Neutral
Scholars study why so many died after Puerto Rico hurricane,No Author,4/22/21,"Researchers said Thursday they are launching a survey of the causes of deaths in Puerto Rico following Hurricane Maria to clear up questions about why the toll of the 2017 Category 4 storm was so high. Studies by George Washington University found an estimated 2,975 excess deaths in the six months in Puerto Rico following Maria — far above the initial official death counts reported by a government that struggled to keep track of those dying, including many elderly in nursing homes without power. The university’s new study, in collaboration with the University of Puerto Rico, will survey nearly 1,700 people who might have information on those who died and why. Analysts have suggested that power outages, building failures and damaged roads contributed to increased deaths after the storm. The university said results of the survey will be accompanied by recommendations on how to improve building codes and other standards that could prevent future deaths or injuries.",https://apnews.com/article/hurricanes-puerto-rico-f500b09dcb670d12c4c185fd24017eca,AP,Neutral
Alaska GOP lawmaker advocates for Puerto Rico statehood,No Author,4/17/21,"Alaska Republican Rep. Don Young has advocated for Puerto Rico statehood, a decision that defies fellow party members across the country and state. Young said on Wednesday that the island’s statehood was long overdue. “I think it’s time,” Young said. “As far as the plebiscites, we’ve had three of them. Each time we’ve actually been victorious, in the sense of being a state.” The most recent plebiscite, or non-binding vote, on the island was in November. More than 52% of Puerto Ricans voted for statehood. But statehood requires congressional approval in order to happen. Puerto Rico statehood scares many Republicans, who have said that it could ensure Democratic leadership in the Senate for decades, Alaska Public Media reported. Rep. Young said the partisan voting patterns of Puerto Rico’s electorate should not determine whether the island qualifies for statehood. Young referred to the fights by Alaska and Hawaii for statehood, which occurred in 1959. He said Alaska was predicted to send almost exclusively Democratic representatives to Congress while Hawaii was expected to send all Republicans. “I have some opposition on my side about, ‘they’ll all be Democrats.’ They said the same thing about Alaska and now we’re all Republicans,” Young said. “So, everybody has the right to decide what they’re going to be, but don’t pre-think what they’re going to be because it doesn’t work out that way.” In the last few decades, Alaska has mostly sent Republicans to Washington while Hawaii has mostly sent Democrats. Young had sponsored the only Puerto Rico statehood bill to ever pass the U.S. House in 1998. “I’m proud of that,” Young said. Fourteen other House Republicans had joined him as sponsors of the most current Puerto Rico statehood bill.",https://apnews.com/article/alaska-puerto-rico-don-young-bd0acb7fb26e8728ee9b8ebcf21f2d75,AP,Neutral
Puerto Rico to shutter schools amid spike in COVID-19 cases,No Author,4/9/21,"Puerto Rico’s health secretary announced Thursday that all public and private schools in the U.S. territory would close for two weeks amid a surge in COVID-19 cases. The closures would go into effect April 12, roughly a month after some 100 of the island’s 858 public schools were authorized to reopen for the first time in a year amid the pandemic. Only kindergarteners, special education students and children in first, second, third and 12th grades were allowed to return to school. They attend in-person classes only twice a week and are dismissed before noon, with school cafeterias remaining closed. The announcement was praised by some health experts, teachers and parents who worried about an increase in infections and had warned that reopening schools was a rushed decision. Health Secretary Carlos Mellado said that while no COVID-19 breakouts were identified at any of the schools, the move is necessary given the recent spike in cases. The island of 3.2 million people has reported more than 200,000 confirmed and suspected cases and more than 2,000 deaths. More than 1 million vaccines have been administered since inoculations began in December, and starting on April 12, all those 16 years and older can be vaccinated. Currently, only those 35 to 49 years old with chronic health conditions are authorized to receive a vaccine, along with all those 50 and older.",https://apnews.com/article/health-puerto-rico-education-coronavirus-pandemic-latin-america-4c883b1d173ece744690843fba5c07de,AP,Neutral
Puerto Rico to open vaccinations to all amid COVID-19 spike,DÁNICA COTO,4/8/21,"Puerto Rico’s governor announced Wednesday that officials will start vaccinating all those 16 and older beginning Monday, prompting celebrations across a U.S. territory facing a spike in COVID-19 cases. Currently, only people 50 years and older as well as anyone 35 to 49 with chronic health conditions are authorized to receive a vaccine. More than 1 million vaccines have been administered since inoculations on the island of 3.2 million began in December. “We continue to face a terrible pandemic, along with the entire world, and its consequences have been enormous,” said Gov. Pedro Pierluisi. During his first state of the territory address, Pierluisi also announced he would implement more stringent measures to fight a recent surge in COVID-19 cases. A curfew that has remained in place for more than a year was expanded again and will run from 10 p.m. to 5 a.m. starting Friday. In addition, businesses will be forced to close by 9 p.m., two hours earlier than currently allowed. “Unfortunately, as in many other jurisdictions, we are seeing a dangerous spike in COVID cases that has caused a rise in hospitalizations and deaths,” he said. Pierluisi also announced that his administration would assign $20 million to establish a genomics surveillance program in the island’s Health Department to help officials monitor coronavirus variants and possible mutations. He said he also will set aside $1.5 million to create a digital vaccine passport, adding that people’s personal information would be protected. Details on the proposed passport were not immediately available. The upcoming changes come as Puerto Rico reports more than 199,000 confirmed and suspected cases and more than 2,000 deaths. Pierluisi praised the U.S. government for treating Puerto Rico fairly as he announced the island is slated to receive millions of additional dollars in federal funds to help those affected by the pandemic. At least $50 million would go to the restaurant and bar industry, which has been hit hard by ongoing restrictions to fight the coronavirus. Bars in Puerto Rico have not been allowed to reopen for more than a year. Another $50 million would go to help clinics and private hospitals, and the same amount would be set aside for agricultural workers. Pierluisi also announced that $250 million would be distributed as part of a special payment to first responders, nurses, medical technicians and others in the health sector who have put their lives at risk. During the roughly hourlong address, Pierluisi made numerous other pledges, including securing statehood for Puerto Rico, improving potable water service to needy communities and building a new hospital in the nearby island of Vieques after Hurricane Maria in 2017 damaged the former one, which remains shuttered. Those pledges were dismissed by legislators of the main opposition Popular Democratic Party, who noted that Puerto Rico has been mired in a serious economic crisis for more than a decade and one deepened by hurricanes, a string of recent earthquakes and the pandemic as it tries to restructure a portion of its more than $70 billion public debt load. “He offered a message of dreams while the island lives a nightmare,” said José Luis Dalmau, president of Puerto Rico’s Senate. Pierluisi also stressed he would not cancel a contract to privatize the transmission and distribution of power currently run by Puerto Rico’s Electric Power Authority. The contract has come under increased scrutiny amid concerns including what would happen to the thousands of government employees who work there.  Puerto Rico Rep. Rafael Hernández, also of the opposition Popular Democratic Party, said he was disappointed by that pronouncement and said he had hoped the governor would postpone the contract to study it more closely.",https://apnews.com/article/health-puerto-rico-coronavirus-pandemic-pedro-pierluisi-39f12f1d02647e0051eea2dab43c702d,AP,Neutral
Puerto Rico vaccinates thousands in 15-hour mass event,No Author,3/31/21,"Thousands of people were vaccinated against COVID-19 on Wednesday as part of a mass inoculation event in Puerto Rico’s capital that was scheduled to last 15 hours. It was the first event of its kind since the U.S. territory began vaccinating people in mid-December.  Officials hoped to vaccinate 10,000 people with the single-dose Johnson & Johnson shot during the event that would run from 7 a.m. to 10 p.m. By late Wednesday afternoon, more than 5,000 vaccines were given, according to Health Secretary Carlos Mellado. For now, Puerto Rico is vaccinating only those 35- to 49-years-old with chronic health conditions and all those 50 years and older, along with all workers in the food and telecommunications industries, among others. Wednesday’s event was meant only for people who qualified and made an appointment, but Mellado said someone sent a fake message via social media claiming that all those 21 years and older could show up without an appointment. Hundreds did so, and some of them were vaccinated amid grumbling from those who had an appointment and were waiting in line. More than 1 million vaccines have been administered in the U.S. territory of 3.2 million people. The government has reported more than 195,500 confirmed and suspected cases and more than 2,000 deaths.",https://apnews.com/article/puerto-rico-coronavirus-pandemic-6f85756a9049252c26d491e201950548,AP,Neutral
Puerto Rico to reopen 2 airports for airline flights,No Author,3/30/21,"Puerto Rico announced Tuesday that it will start accepting commercial airline flights at two small international airports for the first time in more than a year. The airports in the northwest coastal town of Aguadilla and the southern coastal city of Ponce will reopen to airline passengers on April 1, said Joel Pizá, executive director of the U.S. territory’s Ports Authority. He said safety measures to fight COVID-19 will be in place, including infrared cameras. Both airports had stopped receiving scheduled airline flights in March 2020 due to the pandemic, accepting only private, charter and cargo planes. Airline flights were rerouted to the island’s main international airport in the capital of San Juan.",https://apnews.com/article/puerto-rico-san-juan-coronavirus-pandemic-latin-america-80541060cf88e70dfe07e596246b18bb,AP,Neutral
